input,output
"I have had several Dell computers over the years that have held up very well, and the laptops in particular have lasted and performed well above expectations. However, due to reasons, we had to move away from their desktops. So we moved elsewhere for our laptop and tablet needs as well. We have a Hewlett-Packard laptop similar to this one, and I was in the market for another, so I decided to try this Dell and see how it went.

This is a thin, sturdy computer that will run most daily functions for most users. Whether you're up late at night trolling a message board eating Doritos and drinking Mountain Dew, or up early drinking coffee filling out spreadsheets and doing... whatever it is people do on the stock market, this is the versatile laptop that can do those things. I didn't want to install my second Photoshop seat on it, but I tried a couple of other graphics apps on it, and they ran fine for doing things like adding text and other simple editing functions. I tried Sketchup and it ran well enough, but I really needed an external mouse.

I'm getting another business license for MS Office in the new year, so I haven't tried that. I put another office app on, and that one ran fine. Going online is like butter on my favorite browser. I'm not going to try to play Warhammer 40k on this, but I was able to download Steam and play some games with lower system requirements.

It's lightweight, and the power cord isn't bulky, so it's easy to pack it and go. I can fit this into some of my purses. I have a couple of older laptops that are meant to be transported someplace and then put down in one spot for a while, and this is not one of them. You can easily pick this up and carry it anywhere you want. I love the backlit keyboard. The light is dim in most areas where I use it, so even during the day, it's a huge help.

It looks very sleek and professional. You'll feel very comfortable carrying this into an office or school setting. Even someone like me who is always eating at their computer and can't keep greasy fingers off the keyboard and screen shouldn't have a lot of trouble keeping this looking and feeling new.

I love having a headphone jack so that I don't have to rely on battery powered junk that gets lost, I'm pleased to have the USB and HDMI ports, plus an SD card slot, and a security cable slot. I love the SSD 256GB hard drive; if you happen to drop it or it takes a hit, the hard drive won't necessarily fail right away. If you do artsy things with it, or you're just used to having one, the touch screen is a convenient pleasure and can be a bonus when doing those precision artsy things.

I'm not as crazy about the camera and microphone, but it's there if you like to video chat. That's not my thing, so I didn't test it. There's no room here for a DVD drive, but an external one is cheap enough to buy if you need one, and most of the time you won't need it on the go.

That said, it's Festivus, and I do have some grievances. I should probably add that grew up in a systems analyst's household, which is going to affect my opinions about software and hardware. If it were up to me, I would wipe the drives on every computer we own, install Linux and be done with this madness. Since I can't do that, and since you're probably going to be using this as-is, I'm going to tell you what I think of its flaws as I dealt with them.

Initial set up is a pain, mostly due to Windows, but also due to all the bloatware that I have to remove every single time I get a new computer. It takes a bit of time for some of the bloat products to uninstall, and you should plan on a couple of hours for the Windows set up and any updates. McAffee will tell you the sky is falling if you remove it, and it takes longer than the other apps because they're hoping that you'll give up.

In addition to agonizing Windows updates, Dell is constantly pestering me to do updates to its own software. I am not sure what some of this software does except badger me to do updates, aside from Smart Byte, which seems to have something to do with playing video. Over the lifetimes of many Dell computers, some of which lasted over 10 years, I never used Dell Support for anything, and all this help and contact stuff just sits on my hard drives taking up space. If any device drivers need updating, I do that myself.

Usually I like to pop something like this open and install more RAM first thing. The problem with this model is that the RAM is soldered in, making an upgrade impossible. 8GB is what you get and that's the way it is. I don't build these things, so I don't completely understand any technical reasons that might be behind why this was done, but I detest being locked into things like this as a customer.

The speakers are on the bottom, which is not a plus if you want to get full volume out of them. Again, I'm not an engineer and I don't build laptops, so I'm not sure why the speakers couldn't be placed somewhere on top. As someone with ongoing hearing issues, it's frustrating to have all this sound going in the opposite direction of where I need it.

The touchpad is difficult to control for some reason; much more difficult than my HP. The cursor keeps getting stuck in resize mode on the internet and in other apps, and it's hard to get it back into regular clicky mode. Maybe this is a matter of getting used to it, or personal preference. My husband said he also thinks the touchpad on this one is temperamental compared to the other one.

You can bend this backwards until it lays flat, but I'm not sure what the point of this is. Why not make it bend all the way back so that it becomes a tablet if you're going to do that? I can't see myself doing a lot of graphic design on this because the screen is so small. Maybe you could do the basics on this and then move to a desktop for the fine detail work. This is more for taking the files on the go and attaching to a larger screen or projector.

The bottom screws on, so you can't just pop the battery out. You've got to take it apart to do that.

The power adapter slips out of the power port way too easily when I'm not using it on a desk. It's a tighter fit than my other Dell laptops, but not tight enough, and it's going to get looser over time. This may be something I'm doing as a user, but when I use any Dell laptop on the couch, including this one, the power cord tends to wiggle its way out with my movements. I don't think this is roughness on my part since I don't have this problem on the HP.

In spite of my grievances, which some users might not find so annoying, I have to rate this laptop four stars. I would have no problem buying this for my mother, sister or any loved one after having used it myself. The reason is that this laptop comes out of the box loaded with everything you need to get going. You'll only need a couple of hours to set it up (even if it is a pain), and it will be easy for most people to do. Computers are not user-friendly, and I think Dell is trying their best to make them easy to use. If you share my grievances, then you probably know how to get rid of most of them, and you'll still have a great computer. I'm happy to have another Dell.",
"This is a review from a decidedly non-techie person. I'm fine with the day to day items such as surfing the web, social media, email, documents, etc. but I am clueless when it comes to understanding specs, setting up computers, getting things to print, etc. That said, this laptop was very easy to set up and start using - same day as delivery. And as I use it, I'm very happy with the speed, screen and sound quality. My husband - who is Super Techie, was almost impressed with this small but mighty laptop. I even heard a hint of envy in his voice as he said it would be a great travel computer. This Dell Inspiron laptop is replacing my Acer Chromebook which I've had for several years. I liked that computer because it was simple, easy to use and offered no unwanted extras. The Dell laptop is maybe not simple, but streamlined and easy to use. I also like the touch screen. I didn't think I'd use it much, but I'm finding that it's handy to have.",
"I am very impressed with this laptop.  My work laptop has a 4th gen i7 with an SSD so I think it is a good comparison for an upgrade.  I was so excited for the quad core i7!  This new processor is so much faster!  From the time you push the button to power it on, until you are logged in is less than 15 seconds!

The included 8GB of RAM (soldered) will be enough for most people, but if you decide later that you need more, it is expandable up to 16GB.

This combination with the SSD and the quad core i7 is a really nice setup.  It isn't going to be good for gamers, with the Intel UHD Graphics 620, but they already know that.

The screen is fantastic!  I was surprised at how great it looks.  It won't be a disappointment.  The speakers are nice as well

Things I feel one should be aware of--there is no Ethernet port, which can be an annoyance.  It doesn’t lay completely flat at 180 degrees, but it is close.

This is going to be a GREAT laptop for most people.  It is light, compact, thin, well made, and reasonably priced for what you get.  I highly recommend it!",
"We use our Dell Inspiron 13 7000 7370 Laptop for all of our day-to-day computer chores. It is great for checking email, watching videos, and for our daughter to do her online learning.  It has a wonderful screen, excellent battery life, and plenty of power.

Having said that - we don't use it for some more processor-intensive activities...like editing videos, photos, or hard core gaming (Roblox and Minecraft don't count as hardcore) . I am not saying that it couldn't do those things just that it isn't optmal.

Notes-

- A great blend of utility and value. it combines a great screen, long battery life, with a pretty good value. If this was a Mac this computer would be more than double the price.

- lightweight - which is pretty important if you are traveling with it in a backpack

- More than enough power for most students.

- We have never had a single quality issue..

Final verdict - We have used the  Dell Inspiron 13 7000 7370 Laptop for nearly 3 years without any issues!",
"My configuration is a desktop for my main work in the home office and then a laptop for meetings and travel (using OneDrive) - this is a great laptop for the latter.

It fits all the basics I need very well:
- It's lightweight but still has excellent build quality - feels solid and robust and should be able to take some bumps and bruises.
- The keyboard is a good size and comfortable for typing - backlit keys raised a little and nice response feel
- Trackpad works well
- Looks sharp
- It's plenty fast and well powered for business applications.
- Good collection of ports
- Touch screen is a nice addition although not critical since it can't really be used in tablet mode which is where touch adds the most value

Some drawbacks vs. other options (note, these are clear in the spec so they're not worthy of any stars off, but just fyi) -
- The screen can open 180 degrees (i.e., lie flat) but can't go 360 or be removed from the keyboard (like a surface) so it doesn't really work as a convertible tablet or work conveniently for pen input
- The hard drive is nice and fast as an SSD, but at 256 GB it's much smaller than my desktop machine, which means I can't take my entire OneDrive with me

Typical issues:
- There's some bloatware that needs to be removed
- Setup is simple with a Cortana guided wizard right when you open it.  It took about 10 mins of my time to run through it, but then another couple hours of Windows doing updates before it was ready to use, and more time for bloatware removal",
"This is the second Dell Inspiron 7000 that I have purchased in the last 18 months. Both were purchased from a retail, big box store. The first was  a 15” Inspiron 7000 – purchased in January, 2017. The second was this model (the 13” Inspiron 7000) – purchased in June, 2018. The first of the two (the 15”) had a problem charging the battery. I was forced to send it in to Dell TWICE! By the time three months had past, I had only used the laptop for a few, non-contiguous weeks. After the 2nd repair, the laptop has worked well. This past June, the family needed another laptop. I fully believed that the previous experience with Dell was a fluke and had no fear in buying another. Unfortunately, it was not a fluke. A couple of weeks into the new purchase, the screen went very dim and started to flicker. I called Dell and was told that I needed to send the computer in for a new screen. The computer was three weeks old!!! So, now, I’m reliving the same experience. I have owned many Dell computers in the past. Nonetheless, I would be very wary of buying the Inspiron 7000 series. If you do, save all the original packaging to make it easier when you send it off for repairs.",
"*** Disclaimer: I bought this in Best Buy, not Amazon

I've had this laptop for the past couple of months already, and it's been a pleasure to have.

Pros:
- The laptop itself is light, I hardly notice it weighing down my backpack.
- The screen is very responsive, especially if you use a stylus that allows you to use windows Ink.
- The folding screen is really nice when watching movies in bed, I usually put it in tent mode to keep it up right and not have the air vents blocked.
- Dual booting into a unix system is pretty easy.
- The brushed metal finished is very nice, fingermarks don't show up on the outer shell.
- The material itself is pretty durable.
- Lit up keyboard, almost looking like a macbook's.

Cons:
- Battery life is so-so. If you're doing very CPU-intensive stuff, expect it to last around 2-3 hours. 4-5 hours if normal.
- The 256GB SSD is good, but pretty small and doesn't seem like it's possible to upgrade... (I haven't opened it, so can't confirm.)
- The touchpad is VERY VERY sensitive and a bit off-centered. Countless times I've been typing something and suddenly the cursor jumps to the next line because the very edge of my thumb touched the touchpad. It's something to get used to...

Aside from the cons, I've been having a good time with this laptop and would recommend it if you're looking for something in a budget as something you're going to do some programming on.",
"I haven't had a Dell in a few years so I was curious to try this laptop out. Set up was a breeze, only a tiny booklet came with because everything is done online. I did need to create an MSN account which I thought I had but I guess it's too old! The screen size is pretty good for doing daily tasks. I blog on mine as well and live tweet TV shows and the speed is great. I don't use the touch screen much but when I tested it all seemed to work well and was smooth moving around. Cortina isn't my fave, and she pops up frequently (you can disable this but it takes awhile) and the other bother is that with this windows you don't have an icon for short cuts other than the ""e' file. So, no logo pics are on your startup screen. We did look up ways around this (or at least to get an icon up) but it looks rather tedious. I have no idea why they'd not have this feature. It makes your start screen look all the same. The keyboard is comfortable and it has quite a big mouse area. Lightweight and much easier to transport than my older HP.  I use it off power cord for a few hours (7 so far) and it's been fine. The battery charges up fast.  I do wish they'd have a small lip or grip for opening when shut. It can be awkward. Speakers are good, not the best quality.  It's all back lit which is nice, and gives it a lighter 'look"".",
"I've had this computer for over a year and can say that I've never had so many problems with a PC as I have with this one. Right from the beginning, too. This PC doesn't fold flat like a tablet, so you can't hold it and draw or write with the Dell pen. The marketing is misleading, as they make it look like it can fold flat.
Dell installs all kinds of software that clogs up the computer. You'll spend half your time trying to figure out why it's so slow or why it's crashing. I had to reinstall the operating system almost a month after I got the laptop. Dell screwed up the installation of a security feature called BitLocker that left me locked out of the computer.

Now after a year or so, the laptop will randomly blue screen and crash in the middle of typing. You get a stupid blue screen with an unhappy face that says ""sorry, your pc had a problem"" and there goes your work.

One of the biggest issues with this laptop is the power management. When it goes into ""sleep"" mode, like if you walk away from your computer for 10 or 15 minutes, it won't wake up. You have to do a hard reboot, and you lose anything that you were doing. This is a consistent problem that I have every day. Every single day. And since my laptop is now out of warranty, there is nothing I can do about it but deal with the issues until I get another laptop.",
"I love the convenience this petite little laptop offers.  It's quite a bit smaller than my 15"" HP laptop and Chromebooks, though it's not lightweight because of the metal casing.  It has a heft to it, especially for its size.  That said, it still only weighs about 4 pounds and it packs a lot of features into a small little package.  Here are some of our observations:

*  Out of the box, it required a couple of hours worth of updates.
*  It has Windows 10 on-board and we had no issues adding our Office 365 subscription to it.
*  It a face recognition option for security, but you can also assign a pass-code or password.
*  The display is very impressive.  The blacks are very black and colors are very vibrant.
*  The back-lit keyboard is wonderful for browsing in a dark room .
*  They keyboard is pleasant to use.
*  The touch screen is very responsive and accurate.
*  The screen lays nearly flat, but does not fold all the way around to enable it to be used as a tablet.
*  It works well with an active stylus for sketching and navigating.
*  We haven't noticed any issues with WIFI capability.
*  Streaming is a delight.  The picture, again, is bright and vibrant.  This is where I go when I want to stream something by myself.
*  I typically have numerous tabs and multiple programs active at any given time and it handles all the traffic very easily.
*  Uploads and downloading speeds are respectable.
*  You can use either tethered earphones or Bluetooth enabled gear.
*  It has two USB 3.0 ports, a USB Type-C port as well as an HDMI port and SD card slot.
*  It boots up fast thanks to the solid state drive.
*  It hold a decent charge, but when I'm streaming, I tend to keep it plugged in.
*  The battery is neither removable nor replaceable.
*  The charging port is proprietary.

This little Dell has become my ""go-to"" when I need to look up recipes in the kitchen.  It's also a convenient portable media player and I always have it on-hand when we're watching TV.  It's also perfect for streaming the shows that no one else wants to watch - especially in bed, when my spouse is asleep.",
"Despite the revolution of smartphones and tablets, still there is a need for traditional computing powers for many who work with extensive data and graphics. One of the most important elements of today’s computing is mobility – where you can just pick up your laptop and go without worrying about weight and size. Therefore laptops like this have become more popular and the companies like Asus, HP, Samsung, and Dell have taken notice.
This Inspiron 7000 series (this model is 7370) competes with Asus Zenbook 3 series and HP Spectre series. Choice is a good thing of course. Therefore ultimately it depends on your preference which laptop you should choose. I also own Zenbook 3 (i5, 124 GB, 8GB RAM) and so I can make a decent comparison.

PROS:
1. SCREEN. The screen is gorgeous. It is bright and because it is FHD (Full High Definition 1920 x 1080) it is a visual treat. I realized that once you go FHD it is very difficult to go back to regular HD, (I also own Dell Latitude E5430 14” 1366 x 768, while it is a very good notebook, the screen is not as good as 7370). Zenbook 3 is also FHD and they both are great for work and watching movies.
2. THIN & LIGHT. It is really thin (.61inches) and light (3.09 lbs). For a laptop, this is compact and light enough to take it anywhere. Zenbook 3 is also 13.3” screen, yet is bigger than Inspiron 7370 because it has bigger bezel around the screen (and little heavier too, 3.3 lbs). It fits into smaller laptop case with no problems.
3. STURDY. The notebook made from aluminum, while light, it is strong. Another thing I really like about Dell products is that they have great hinges. They are strong and they do not break easily (as Zenbook 3 series did – a common issue – due to design flaw). If you tilt your screen to your liking, it will not wobble – not the case with Zenbook 3.
4. PERFORMANCE. Armed with 8th Gen Core i5 and 8GB RAM, most of your programs and apps will run smoothly. I had open MS Office 2010 (Word, Excel), YouTube, Kindle reading app, and several browsers (Edge, Firefox, Opera) at the same time, and the programs ran just fine. However, as you know, this laptop cannot be used as a dedicated gaming console. I have no issues with performance for my daily tasks.
5. FACE RECOGNITION. It comes with Infrared Face Recognition (part of Windows 10 that utilizes the hardware), and it works fast and well. Although Finger Print sensor would have been nice, but Face recognition is actually cool. I have come to enjoy it.
6. TYPE-C PORT. This is option is great for connecting your phones, and other mediums (fast transferring data), however please note that this cannot be used as charging your laptop's battery (UPDATE - 1/15/18: It does recharge the battery when the laptop is OFF, but slowly. But when the laptop is ON, it does not recharge, but drains the battery slowly than the normal - depending on the usage. For example, I have noticed that if you watch YouTube, then battery is drained slowly, but when you work on the Word, the battery percentage has been steady).

CONS:
1. TOUCH PAD. Because of its smaller size, the necessary compromise is that Touch Pad is smaller than the competition (Zenbook 3 is actually quite nice). But if you use a mouse, then this is a moot point.
2. FAN NOISE. Occasionally, you will hear a fan noise. Not a lot, but you will notice it.
3. ONLY 2 USB 3.0 PORTS. This is due to inclusion of Type-C Port. So if you use many USB related devices, then you need to get a USB hub.
4. SPEAKERS ON THE BOTTOM. The speakers are located on the bottom of the laptop, I thought this was unusual. However, the sound is clear and loud enough.

Overall, I like this laptop, I am using it as a desktop, and love the screen and performance. So if you are in a market for a compact laptop with power, great screen, and sturdiness, then consider this one too along with the competition. You will not be disappointed. Recommended!",
"This laptop is supposed to be our travel pc, when we go out of town so it was very, very seldom used. Then I realized what if it breaks before the warranty expires? So I asked my daughter to boot it up once in a while or use it for browsing the internet. A few days later, the Dell suddenly wouldn't boot up. It did a self-diagnosis and returned all green checkmark results but it keeps getting stuck in the repair mode afterwards. After spending an hour troubleshooting with a tech support, he decided that I send it back to Dell for repair.

After a week we got it back. I turned it on and it did the WIndows 10 updates. The next day the problems started again. Again it wouldn't boot up. Their Tech Support again help me troubleshoot but there is really nothing you can do to try to bring a defective unit to life. The laptop is still with Dell as of this review. It's probably the SSD with faulty boot sector that's causing the problem but they should really do extensive testing before they send those units out especially after ""repair"". Will I buy a Dell again? NO. Will I recommend a Dell to a friend? Nope!",
"Aesthetically, it's fine.  Not pretty, not ugly.  I'm fairly certain it's the same as the equivalent hp, like exactly the same.  The edges can actually be sharp, which is weird, especially right where you tend to rest your hands most.

Keyboard I'm actually happy with.  Typing is what I do and this keyboard is well laid out, despite being a 13"".

Trackpad is trash, but they all are, so whatever.

So all that is good for a solid 3 star review for mediocre laptop.

Now I have to bring it down to two because of the failure to resume.  Upon doing some research, it seems to be a known issue, but I haven't been able to discover a fix.  So close the lid?  Maybe it'll resume, maybe it won't, and I'll have to hard boot.  Walk away for a few minutes while it's on battery?  Maybe it'll resume, who knows.  And sometimes it does resume, after one or two minutes.  And I'm talking a legit 60-120 seconds, which is absurd.  I can hard boot it in 20 seconds from start to finish, so having to sit and wait for it to resume is just crazy.  But then it just doesn't resume at all sometimes.  I shouldn't have to open my laptop, hit keys, and then go make a cup of coffee, and hope I come back and it's on.

Batter is wildly unpredictable.  Will go from 30% to 5% in a heartbeat, and it's otherwise meh at best.",
"I don't like this laptop and wouldn't recommend it unless you can deal with:
when it heats up, the fan will make a really annoying noise. I've had laptops that heat up and I would hear the fan cooling the laptop, but it's usually a really subtle, light sound. This fan makes a sound that is unbearable. I've had to stop what I was doing on the laptop ( when I was at a meeting )to turn the laptop off so that it can cool quicker. Even with the noise, the fan still won't cool the laptop effectively and efficiently. It takes really long for it to cool unless you turn off the laptop. The fan is basically useless.

Also the speakers are at the bottom of the laptop. I need to invest in good speakers if I'm going to watch a lot of videos or tv. The sounds quality is not the best either. At sound level/volume 100, it makes this weird echo noise. It actually hurts my ears sometimes when it's at the highest volume, but I don't really have a choice, because otherwise I would have trouble hearing at any lower volume.

Besides the two main cons above, overall this is a decent laptop. It's relatively light and it can convert to a tablet (rarely use it in tablet mode because this would be a heavy tablet). I was never a touchscreen person, but after this laptop I actually fell in love touchscreen monitors. The computer starts up really fast. The face recognition is efficient too.

At this price, I would recommend just saving a bit more and get a nicer laptop. It's definitely worth the investment. This was in the upper middle price range, and it's more difficult for me now to get rid of this laptop and get another more expensive laptop. At upper middle price range, you might as well go to the A laptops.",
"Ironically, it took a pandemic (Covid-19) for me to finally bite the bullet and invest in a better laptop. My laptop was getting slow and having difficulties maintaining a charge. So, I ordered the Dell Inspiron laptop computer to dedicate solely to my teleworking (i.e., job).  Understand that this review is strictly from this perspective. I wanted something reliable and easy to use. I wanted something that allows me to connect remotely to my work computer and where I can surf. This does the trick. It is:

Easy to setup.
Comes preloaded with various programs.
Charges quickly.
A convenient size. Not too big or too small.
Touch screen. The screen is super clear and bright.
It has face recognition which offers extra security.
Has a long (charging) cord.
Can install additional programs easily. *I was able to add the programs needed to connect virtually to my work computer.
It is lightweight and fits easily in a large purse or laptop bag.
It has additional ports (i.e., C-port, USB, headphone, etc.).
It comes with a microphone and speakers.
I know some have complained but my fan is quiet/silent.

In conclusion, for the price and what I needed it for (I’m NOT a tech person), this laptop is perfect. I’d recommend it.  4 stars",
"I wanted a lightweight, small size laptop that I can use for web developer work. I upgraded from a i5 dell with a traditional hard drive that just crawled when doing development on Microsoft's .NET platform. This thing is perfect! The SSD and i7 combo FLY! I have never used a computer that is so fast and smooth with Windows 10. The most annoying parts are just normal Windows issues. A million updates to apply when you first turn it on. Turn it on in the morning and give it all day to do it's thing the first time through. I would have liked the page up and page down buttons in the normal spot, but I get it, they wanted to keep this thing small. Its just a little bigger and thicker than an iPad 2, but its a real, full blown machine. I have tested .NET and MEAN stack development and both are lightning fast. The touch screen is nice too and the facial recognition is not so great honestly, feels gimmicky. This is NOT a good computer to store your entire music collection or a bunch of movies on. The hard drive is plenty large for a developer or for just doing art work or browsing the web. Although speed-wise you could run Cubase or another power DAWs on this, it really isn't ideal due to the hard drive space. For me, though, its perfect!",
"The Transformer Book feels like the evolution of a netbook, yes those 11 inch laptops that were a thing back 5 years ago.  The ASUS Book Flip comes clean with no bloatware.

The Pros:
1) Small form factor with 11.6 inch screen
2) 2 USB ports (2.0 and 3.0), and USB type-C.
3) Touch screen
4) 360 degree keyboard, meaning you can turn all the way around
5) Bluetooth and wifi
6) 33W power, mean you can use webcams, usb hubs, things that need juice without hurting the laptop's battery

The Cons:
1) Display is only 768p
2) Glossy display, which makes it hard to see in bright settings
3) 32GB space.  After Windows 10, updates, some files (not software), you're basically almost have no space left.
4) Fingerprint magnet all over except bottom.

So so:
1) The Intel Celeron N3050 has turbo upto 2.16ghz, but not sure if this helps much.  Feels adequate.
2) 2GB ram may be just enough to do web browsing and youtube.  But any multitasking will feel laggy.
3) Mouse pad can feel finicky and clumsy.

The ASUS Transformer Flip is a decent computer for basic usage.  Don't expect it to do anything intensive or graphic.  Its basically for editing documents, watching videos, and doing web browsing.  But for $200 you get what you pay for.",
"i tried to love this tablet, i really did. i tried to give it a chance even though i knew it was cheaply priced and probably wouldn't meet my expectations. well at first it was really great as most electronics are, started up and ran quickly and smoothly. i read through the reviews before i bought it and people were complaining about immediately having to update the os and didn't have enough storage space, so i thought i was pretty clever when i bought a larger micro sd card (128gb). unfortunately it seems that the card space was only good for one update. there have been about two more major updates since the first one and i haven't been able to get my os up to current. it runs super slow now, and don't even think of trying to run multiple programs at once! if you're looking for a reliable laptop to do real work on, spend the extra money and buy a real laptop! this is only good for very small and simple tasks handled one at a time.",
"Just started using the Tp200sa-uhbf Signature edition 2 in 1 and so far everything seems to be working fine.  I wasn't expecting an amazing system, just something that I could use to type documents and surf the web and this is fully capable of handling those two tasks.  I was a little worried about the space on the system but after installing Windows updates there is still 17.5 GB remaining on the hard drive.  Not enough to install any major programs, but enough to store a few documents.  I got a micro SD card for extra space in case I need it in the future.  My product did not come with Office 365.  The seller (Glorious Days) offered me a $20 refund, but wouldn't supply the code.  I'm not sure if this was just an accident or if the computer no longer comes with Office, but be wary of this if Office is a selling point for you.

My biggest complaint with this tablet so far is the wifi reception.  There are places that I can get a decent wifi signal on my phone, my old laptop, and even a Nook but not with this tablet.  Be warned that if your planning to use this tablet in an area where other products only get a few bars then you might only get an intermittent signal or none at all.",
"This budget netbook has a decent screen, a decent keyboard, and is tolerable on speed and storage for the minimalist who uses it for browsing, writing and small tasks.  I bought it for the battery life, screen clarity and keyboard, because I use it mostly for writing and online browsing.

The first one I received had a defective left external speaker, but Amazon returned it without cost to me (except the time to clear the netbook storage and drop off at UPS).  The second one I ordered worked.

Windows 10 will eat up a lot of storage if you don't bridle it.  I turned off updates after the initial update at first login.  I eliminated the Office install (and did my own), the extra Metro apps, and used Powershell (administrator -- stop-service wuauserv type commands) to eliminate bulk.  I'm left with about 14.5GB of internal storage before adding my own apps/programs.  This is not much.  You can install programs to the microSD card (it takes a 128GB no problem), but it is much slower to load.

The speakers are acceptable, but for me not an issue.  Use headphones or a Bluetooth set of speakers if you want quality.

For the money, this is a good investment if you have a specific reason to get a minimalist netbook with the battery and screen it brings.",
"I love this computer so far!  I bought it for going to class and taking to the library.  I have a larger computer, but it was getting heavy lugging it around campus.
Pros:
It is super lightweight and has a small footprint.  Since it is smaller, it fits easily in my backpack and even in some of my purses and in my tote purse.  I also just traveled and it was great for on the plane.  The battery lasts all day, which is perfect if you are running around a lot and not always near an outlet.  Since it is so small, it does not take up much space on my desks, tables in the library, and is great when you have class in a lecture hall with the super small fold up ""desks"".  It is also easy to hold in my lap.

Cons:
There are very few.  Sometimes, it can get bogged down because it doesn't have a lot of RAM.  There is not much on board memory, but I use Google Drive for my files, so that is not a big deal.  I also just keep a micro SD inserted for if I need to save anything on there. What really annoyed me at first was since it has such a less popular charging cord, it took me a while to find one that I was confident would work.

Overall, I love this computer.  I use it in all the various modes because it can be easier when I am on the plane, in the car, or in class.  It is perfect if you want something light weight and portable, mostly for internet or streaming videos.",
"Note - I just received my computer today, so I plan to come back and edit this review once I have used it more!

Beautiful packaging and easy to open. The laptop looks sleek and modern, with a solid, quality heft that belies the ultra-thin profile. The charging cable/plug is nice and compact, but a little disappointing to me - the 2""x2""x1"" plug with only two prongs will easily slip out of my older outlets at the slightest bump. Not to worry, though - so far the battery life is amazing! Right now it's at 68% after using it on and off a lot of the day, and it still says I have 8+ hours left (assuming if I continue my ""light browsing"" use).

Windows 10 is already installed, and took of precisely 11GB of the 28ish actually available. I will be trying out some additional programs and using it more once I receive the 128GB MicroSD card I ordered to supplement the eMMC drive, but for now, I just deleted a few apps I know I won't use (since this is the Signature Edition there isn't much bloatware) and installed my preferred browser, Google Chrome. One issue I discovered with Chrome is that the touchscreen won't work while the keyboard/touchpad are enabled (aka when you're using it as a normal laptop). Apparently this is happening on most Windows 10 laptops with touchscreens and Chrome. After a quick search for help, I went to Chrome Flags, scrolled down to the Enable Touch Events, and changed it from Automatic to Enable. Works perfectly now.

My particular Flip came with a free year of Office 365 Personal, which wasn't mentioned in this listing but was in others, so it was nice to see it included.

Other than fixing the problem with Chrome and touchscreen, I've only had one major issue with using the Flip, and that's with the transition from laptop mode to tablet mode. I'm not talking about the physical movement of the hinge - that flows as smooth as butter - but the computer switching to a more tablet-friendly version of Windows when in tablet (or tent or display) mode. If you're only going to use one or the other this entire session, it's okay. But woe to the person who decides to switch from one to the other mid-task! Whatever window you were using in desktop mode disappears in tablet mode - instead you get the hated Windows 8-like app drawer and now have to hunt for your program again (and good luck counting on it taking you back to where you were). Watching a video in full screen and then changing to tablet mode left the video playing, but slightly offset from the rest of the screen (perhaps due to the notification popping up about the switch?). When I left full screen to see if hitting full screen again would recalibrate the size, I was greeted by the menu and no way back to my video, which blithely continued to play in the background. Reopening Chrome did not work, just opened a new window with no way back to my previous window. I went back to desktop - the window was still missing. Finally put the laptop to sleep, woke it up, and the audio of my video resumed playing, still with no window in sight. At last I started the task manager, which somehow triggered the Chrome window with the video to show up in my taskbar again.

With the ease of switching from laptop to tablet physically, I know I will be doing so mid-task quite often. My solution was to remain in desktop mode even when using the device as a tablet. I will see how this works going forward. I did make sure to leave the virtual keyboard button in the taskbar, so I can summon it when using as a tablet (though I found clicking several times in a text entry field will usually do the same trick).

The 1366x768 resolution isn't the clearest, but for a screen this small it works well (larger would generate smaller icons and text, and since they're fairly small already, a lot of workaround zoom/enlarge functions would be needed for ease of use). I haven't encountered any lag so far. The touchpad will take some getting used to (scroll is more sensitive, tapping less sensitive than my other laptop). The exterior top is a fingerprint magnet, which does take away some of the beauty of the brushed metal design. The interior isn't as bad, though they definitely show on the touchpad. Keys are small, but nice to type on, with a solid thunk as you press them. As one of my main reasons for selling my tablet and getting this was the ability to do more writing on a more portable device, I think it will work well.

Due to the limited storage, I don't know that this will completely replace my laptop, but I fully expect to use the Flip at least 75% of the time, and could definitely see using it for a month or more on its own if I was between other computers. However I don't use much software beyond Chrome and Office (though I want to use Scrivener and GIMP more, as well as several browser-based applications, and I will test their performance on here), so I don't need a workhorse.

I don't intend to use this for games, which is why I didn't choose an Android tablet. I will use the keyboard to type or as a stand most of the time, so I didn't choose something with a detachable keyboard. I wanted something that would run cool and boot fast, so I didn't chose a laptop with a conventional hard drive. I could have used something with more space, but with the way technology advances, I figured I would be replacing whatever I bought in a couple of years anyway - why not see if 32GB works since the price is right while I have another working laptop? I wanted a device for writing, browsing, going seamlessly between the two as I research, creating blog posts, editing spreadsheets, and watching TV shows. I think the Asus Transformer Flip will work perfectly for my needs.",
